prompt,completion
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-3 .container .row {    display: flex;}","@media (max-width: 375px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-3 .container .row {    display: flex;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-3 .container .row {    display: flex;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-3-col-left {    padding: 0 10%;}","@media (max-width: 375px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-3-col-left {    padding: 0 10%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-3-col-left {    padding: 0 10%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}","@media (max-width: 375px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-3-col-left .team_3_heding_left_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}","@media (max-width: 375px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_3_heding_left_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_3_heding_left_content_middle span {    text-decoration: underline;}","@media (max-width: 375px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_3_heding_left_content_middle span {    text-decoration: underline;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}","@media (max-width: 375px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_3_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-3-col-right {    padding-right: 10%;}","@media (max-width: 375px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-3-col-right {    padding-right: 10%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-3-col-right {    padding-right: 10%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-4 {    padding: 4em 0;}","@media (max-width: 375px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-4 {    padding: 4em 0;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-4 {    padding: 4em 0;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-4 .container .row {    display: flex;}","@media (max-width: 375px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-4 .container .row {    display: flex;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-4 .container .row {    display: flex;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-4-col-left {    padding: 0 10%;}","@media (max-width: 375px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-4-col-left {    padding: 0 10%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-4-col-left {    padding: 0 10%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}","@media (max-width: 375px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_4_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}","@media (max-width: 375px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_4_heding_right_content_middle {    margin-top: 1em;    font-family: ""Muli"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}","@media (max-width: 375px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team_4_right_button {    background: none;    border: none;    text-decoration: underline;    margin-top: 1em;    font-family: ""Muli-Bold"";    line-height: 24px;    font-size: 16px;    color: #151A1E;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}","@media (max-width: 375px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.team-4-col-right {    padding-left: 20%;    padding-right: 20%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.moving {    padding: 4em 0;}","@media (max-width: 375px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 376px) and (max-width: 480px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 481px) and (max-width: 620px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 621px) and (max-width: 768px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 769px) and (max-width: 990px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.moving {    padding: 4em 0;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.moving {    padding: 4em 0;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.moving .container {    padding: 0 5%;}","@media (max-width: 375px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 376px) and (max-width: 480px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 481px) and (max-width: 620px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 621px) and (max-width: 768px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 769px) and (max-width: 990px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.moving .container {    padding: 0 5%;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.moving .container {    padding: 0 5%;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}","@media (max-width: 375px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 376px) and (max-width: 480px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 481px) and (max-width: 620px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 621px) and (max-width: 768px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 769px) and (max-width: 990px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.moving .container .row {    display: flex;    justify-content: center;    max-width: 43em;    margin-left: auto;    margin-right: auto;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.moving-col-left {    margin-right: 20px;}","@media (max-width: 375px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 376px) and (max-width: 480px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 481px) and (max-width: 620px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 621px) and (max-width: 768px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 769px) and (max-width: 990px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.moving-col-left {    margin-right: 20px;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.moving-col-left {    margin-right: 20px;}
}"
"Below is the CSS attributes for a media query with a width of X. Give me the CSS attributes for media queries for widths of 375px, 480px, 620px, 768px, 990px, 1200px, 1400px, 1600px, and 1920px.
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}","@media (max-width: 375px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 376px) and (max-width: 480px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 481px) and (max-width: 620px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 621px) and (max-width: 768px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 769px) and (max-width: 990px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 991px) and (max-width: 1200px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 1201px) and (max-width: 1400px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 1401px) and (max-width: 1600px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}
@media (min-width: 1601px) and (max-width: 1920px) {
.moving_heding_right_content {    font-family: ""Pacaembu Regular"";    font-size: 23px;    font-weight: normal;    line-height: 34.5px;    color: #151A1E;    margin-bottom: 1.5em;    font-weight: 100;}
}"
